,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
1999-08-01,9.81,14.35,10.08,10.17,8.25,1.34,17.29,8.93,9.07,8.87,18.93,15.29,-1.16,16.49,6.69,6.37,3.19,7.76,6.52,8.44,6.7,11.11,24.2,7.69,7.0,4.46,14.89,7.22,7.54,12.18
1999-09-01,-0.83,1.36,-3.83,6.01,10.66,4.04,6.95,-2.2,2.76,-3.8,1.46,7.75,3.13,-3.06,-6.57,-7.4,4.48,9.95,10.82,-3.66,7.22,4.17,-6.81,0.15,8.27,5.28,-3.59,5.68,-4.61,1.79
1999-10-01,2.91,-2.08,-7.0,-1.23,4.05,2.77,-1.22,1.82,-1.45,-0.97,-4.97,-6.68,-10.95,-9.64,-6.73,-1.05,1.86,-2.37,0.78,-0.09,-4.22,-1.31,-7.07,3.89,0.35,-11.18,-3.72,4.39,-5.28,-3.11
1999-11-01,-1.46,-10.21,-3.61,-11.99,-3.9,1.63,-3.5,-5.49,-3.11,-3.31,-6.14,-1.5,-8.67,-6.46,-7.65,-13.4,-9.32,3.57,-3.68,-8.38,-9.38,-3.57,3.66,-5.48,3.87,-1.84,-2.97,-12.25,-2.41,-6.23
1999-12-01,14.88,-0.32,11.4,12.87,2.5,6.38,8.1,4.37,14.01,12.28,7.22,14.42,4.52,6.67,16.42,-5.1,13.54,5.02,9.77,9.92,10.19,4.5,16.77,8.55,-0.54,6.2,16.8,18.49,11.75,6.08
2000-01-01,12.91,12.1,14.06,15.17,5.11,4.91,7.35,-1.44,9.72,7.45,13.8,2.12,13.17,20.26,10.42,5.84,11.15,14.23,5.37,9.57,5.65,5.45,12.28,16.03,18.15,10.43,8.74,23.21,8.44,8.35
2000-02-01,-10.25,10.89,4.73,11.4,-5.98,5.73,0.94,4.47,-5.64,9.21,4.17,0.36,4.8,-2.61,-3.49,-2.51,-7.68,4.18,7.77,-1.37,2.01,-0.07,3.02,-3.21,-4.98,7.12,0.53,11.46,0.59,-2.16
2000-03-01,7.47,4.72,2.63,4.89,-2.69,-0.21,-0.73,-6.54,-1.48,7.83,0.45,-9.46,-9.31,6.04,-1.25,-4.32,-1.67,-5.62,8.0,-1.24,4.76,0.07,8.86,1.11,4.74,4.22,2.79,1.53,-1.3,5.56
2000-04-01,2.96,5.17,9.7,12.0,0.91,5.63,7.56,-0.9,7.4,-0.86,1.59,10.51,11.07,12.48,12.36,-7.16,2.46,13.25,3.76,9.76,4.99,6.18,6.91,10.39,7.16,3.7,4.17,10.04,4.64,10.12
2000-05-01,12.73,8.02,-1.34,-4.8,-9.91,-6.03,0.59,-6.86,-6.16,-3.14,-9.71,-12.63,-3.46,-8.68,-9.2,-7.37,-1.65,-2.78,-5.54,-1.13,-3.44,-3.14,-1.76,0.56,-3.94,-2.59,-7.64,-8.44,-1.66,-2.54
2000-06-01,0.23,0.75,-2.96,-0.18,4.31,2.17,-2.81,4.57,-1.88,2.17,-2.21,-1.65,-6.64,-0.94,15.75,-4.08,-2.62,-3.02,-6.18,2.79,-4.44,-2.94,-13.7,-6.88,-12.57,1.74,10.61,-4.77,-8.41,-0.09
2000-07-01,0.19,12.43,4.03,2.83,1.01,5.24,3.7,1.26,3.14,-4.33,6.97,-6.78,1.88,8.52,6.51,6.84,4.24,7.74,10.82,5.78,7.35,5.2,3.13,-4.04,5.88,6.99,10.26,-0.36,1.59,6.17
2000-08-01,-0.67,-13.78,1.11,-8.42,-4.12,4.86,5.5,-6.22,-1.77,0.23,7.62,-3.84,-2.88,5.5,-3.2,4.58,-7.06,-0.51,-10.29,-3.41,2.86,-0.23,-2.46,-4.79,-1.78,1.5,4.45,-14.42,-3.27,0.11
2000-09-01,1.01,4.08,2.78,0.54,-1.56,0.26,5.12,-2.37,0.87,2.22,8.78,-0.43,7.45,6.55,0.82,-0.33,-0.08,0.27,6.76,2.35,2.32,-1.68,-4.24,13.64,-0.09,-3.92,8.59,3.01,3.15,1.12
2000-10-01,-1.11,-0.55,-4.89,0.58,2.21,7.12,1.06,-10.79,0.08,16.7,4.64,-4.69,4.54,-2.41,-8.56,-1.71,1.02,-6.55,-5.98,0.98,-0.57,1.66,-6.81,4.67,-6.73,10.97,-7.31,-5.11,1.86,5.88
2000-11-01,5.22,6.19,3.61,-0.64,-0.92,-2.26,-0.98,4.48,-1.52,4.05,-2.71,5.43,0.27,9.32,5.12,10.13,-0.31,2.48,-2.17,1.74,1.95,0.46,-3.74,-5.69,-11.87,-4.43,6.49,-5.38,-1.39,8.74
2000-12-01,4.39,7.34,12.0,12.83,-4.46,3.62,2.75,18.54,1.34,-0.72,4.54,-0.67,16.03,19.86,5.15,-3.33,-1.68,4.35,7.78,5.5,7.95,6.81,12.73,5.06,-0.5,10.63,8.99,13.1,10.78,4.17
2001-01-01,-6.84,-4.16,-2.16,5.7,2.82,5.12,3.18,2.59,5.86,4.19,2.32,11.96,2.81,0.89,-3.86,5.92,7.34,1.35,9.98,-4.28,1.68,1.39,-2.11,15.43,0.93,-1.21,2.34,-8.74,-0.66,5.04
2001-02-01,0.8,-3.18,10.61,11.41,4.38,1.06,3.67,-0.24,0.25,-3.0,2.22,-1.77,-4.84,6.33,6.06,14.09,1.57,4.3,7.21,3.54,6.71,5.27,8.07,2.3,1.2,-5.27,1.18,1.32,0.9,6.11
2001-03-01,-0.66,-11.13,-8.26,-14.32,-3.28,-6.05,-5.79,-9.93,-3.97,-6.45,-13.08,-17.96,-5.78,-7.08,-7.17,9.5,-2.2,-5.77,-11.67,-5.52,-9.66,-2.56,-8.25,-5.67,-2.36,4.37,-7.88,-9.02,-3.93,-5.6
2001-04-01,-0.58,1.04,2.25,3.2,-5.64,-4.31,-1.49,-3.67,-1.43,4.73,0.43,2.65,-5.85,-0.59,4.94,4.79,-2.04,1.79,14.46,1.37,-1.11,0.59,2.31,0.1,0.63,-8.36,-3.11,0.49,0.56,-0.41
2001-05-01,-3.46,-0.72,0.8,-3.35,1.78,-2.72,-0.46,-0.17,0.66,2.8,-0.49,-3.66,-0.52,0.84,-7.29,-5.58,-1.88,0.52,-7.88,-2.17,-2.21,-7.19,-4.58,-3.17,-3.05,6.95,-8.38,-6.97,-11.18,-4.08
2001-06-01,-6.61,-5.94,-0.34,-1.32,-0.29,-3.01,-0.72,-3.53,-7.07,-12.55,-7.43,-0.04,10.02,-5.48,-9.93,-10.34,-2.06,-9.14,-1.86,-0.9,-1.86,-3.36,-1.84,-2.79,-8.15,8.32,-6.15,-0.24,-12.41,-0.54
2001-07-01,6.62,-1.04,-0.75,-0.69,-3.32,0.95,-4.96,-5.1,1.46,4.22,-6.75,-8.09,-6.02,-0.71,-9.78,0.74,0.46,-1.56,2.77,-3.05,-2.77,-4.16,3.17,-6.86,-0.11,-2.7,-7.77,-5.99,1.43,-2.15
2001-08-01,-6.22,2.47,-0.71,15.02,1.92,-0.97,4.5,-9.04,0.03,11.82,-0.93,-11.77,-2.13,5.48,2.11,-5.42,-3.25,-1.87,1.99,4.5,3.85,1.26,-8.61,-7.92,2.99,-8.81,-1.03,1.53,-3.95,-3.23
2001-09-01,5.43,7.34,11.06,9.78,2.6,0.69,2.27,2.23,6.52,5.9,-3.19,1.38,12.97,7.39,-3.58,19.18,5.73,5.43,9.25,4.33,2.65,9.58,14.09,9.69,7.82,-1.91,12.55,1.46,6.74,1.07
2001-10-01,-17.36,-0.15,-8.84,-14.34,1.81,5.33,-0.05,-5.1,-4.52,2.36,-0.7,-7.94,-3.91,-5.15,-1.68,-3.8,-5.56,2.94,1.43,-2.44,2.19,-4.13,4.31,-1.06,15.86,-11.57,-8.32,-2.67,-3.93,1.0
2001-11-01,-2.36,7.86,6.67,5.14,-3.62,6.05,5.54,4.27,1.99,2.58,1.3,6.04,2.04,-1.68,-5.56,-3.76,2.54,1.28,3.18,3.37,-0.56,5.01,0.48,-1.23,4.01,-10.58,-1.88,6.92,-4.08,5.16
2001-12-01,8.75,-2.9,0.28,4.0,-1.93,2.98,-2.76,-2.96,-3.86,1.71,4.2,-2.27,-8.04,-5.72,1.48,11.63,0.81,-1.61,3.54,-1.18,-1.76,-2.82,8.1,-15.58,4.03,-3.73,-2.68,8.22,-3.34,-2.91
2002-01-01,-0.72,3.28,-1.9,-6.82,-3.65,4.77,0.29,2.17,-1.23,-3.68,7.51,-1.44,-2.39,4.07,-5.18,-3.81,-0.14,0.36,1.43,6.94,1.37,-5.91,2.1,0.06,0.06,1.4,-0.05,-0.34,1.68,-1.72
2002-02-01,0.53,26.07,4.19,8.07,-4.89,3.87,3.09,2.9,9.2,6.95,9.8,-4.71,17.15,2.75,16.47,10.74,8.84,0.79,8.27,4.36,5.65,3.84,-4.95,11.79,4.17,1.74,4.18,8.3,3.4,-0.4
2002-03-01,6.75,6.42,3.8,-0.02,2.16,-2.67,0.71,-0.38,6.48,0.67,2.42,17.57,6.2,6.18,1.5,-1.22,-5.68,6.65,7.41,3.34,3.2,4.82,-4.69,-0.07,-3.88,14.44,8.7,-7.64,-0.87,3.83
2002-04-01,5.08,-4.92,17.0,10.9,5.12,1.87,9.81,4.48,5.8,8.77,1.38,19.56,8.69,14.8,0.8,-0.94,2.75,6.1,9.64,5.8,3.34,2.36,9.91,3.9,1.75,16.01,8.18,14.8,6.2,8.94
2002-05-01,0.57,-11.74,6.76,0.43,4.41,-1.83,0.31,-3.6,4.95,2.52,2.35,9.81,7.98,3.76,-8.97,-3.95,-3.8,3.72,1.88,-3.47,0.23,-3.1,0.72,-9.1,3.62,2.9,10.11,5.31,-0.78,3.32
2002-06-01,-10.36,-7.83,-0.7,-11.47,-0.13,-4.02,-1.28,-6.69,-0.32,-0.82,4.14,-2.16,-5.96,-3.6,-11.16,1.61,0.65,9.04,-5.85,-2.16,-3.3,-0.55,0.2,-1.97,5.0,-5.51,2.93,1.03,-2.13,-2.84
2002-07-01,15.69,-5.47,1.72,-2.65,9.35,3.66,-1.61,2.87,1.1,-2.53,3.79,2.97,2.03,0.07,3.02,1.88,0.58,-1.87,10.49,-2.67,2.11,-0.35,11.96,-5.0,-4.25,-5.99,2.16,-6.9,-1.3,-6.15
2002-08-01,4.3,-1.87,-3.12,8.01,-5.01,4.44,0.41,9.96,4.88,-4.0,-1.44,6.97,1.21,2.35,10.96,-3.1,2.99,5.75,7.88,2.15,1.48,-2.42,-3.3,4.01,1.05,2.46,7.97,-3.64,1.77,3.35
2002-09-01,-1.89,12.13,6.42,4.17,9.94,-3.63,2.3,3.69,-1.45,3.46,-2.7,7.17,8.84,3.74,-10.19,-4.72,4.77,1.88,-13.2,6.36,2.7,-0.31,9.5,-2.05,-2.51,4.02,11.19,11.06,3.35,3.87
2002-10-01,1.42,-11.05,-1.52,-7.49,1.06,-2.2,-1.77,-2.35,-14.69,-1.06,-1.59,-1.36,-3.67,1.75,-2.08,0.65,0.78,-0.37,-9.67,-10.75,-4.52,-0.43,-6.92,1.43,-2.07,5.22,-5.19,-1.23,-2.39,0.82
2002-11-01,-8.54,-1.98,5.7,9.14,2.29,0.33,4.32,5.81,0.2,3.37,7.54,14.7,6.57,2.3,1.36,4.96,1.33,2.3,-4.01,6.17,-2.11,0.39,3.2,13.14,-1.22,-2.86,-0.42,10.83,-7.22,-1.06
2002-12-01,19.74,6.1,-1.62,3.02,1.64,4.57,8.35,3.99,0.13,6.46,-0.49,-4.03,-7.84,-3.41,-3.56,-5.94,3.91,-2.78,-15.57,-0.74,0.78,0.41,13.19,-1.47,7.14,1.8,2.72,-1.83,2.26,0.35
2003-01-01,14.69,6.29,11.47,20.6,6.5,5.47,13.29,10.44,8.73,9.17,12.74,9.08,3.05,15.22,17.64,4.09,24.82,11.98,23.6,14.81,18.12,7.44,0.99,8.81,13.56,11.53,15.92,20.79,14.94,16.48
2003-02-01,4.74,-1.77,18.56,13.07,0.54,3.37,7.91,4.94,4.48,-1.95,11.14,7.92,16.62,14.02,12.43,1.85,9.98,8.08,16.52,9.26,12.84,7.36,18.64,5.95,-3.07,9.86,14.81,13.7,11.92,9.79
2003-03-01,-7.43,2.85,-1.17,-5.42,5.21,-3.92,-4.14,5.94,0.63,-3.5,-1.96,-2.03,-18.52,-7.22,-3.34,-3.84,-1.64,3.31,-4.96,-5.35,-0.78,-2.43,-4.23,-4.0,11.39,-16.5,-4.46,-2.63,-5.37,0.11
2003-04-01,5.35,0.0,-0.97,-0.23,0.1,0.18,-0.36,1.36,2.63,-6.9,-5.04,-11.62,5.65,0.87,3.2,-9.13,7.93,-1.93,1.11,3.15,-3.1,-1.13,1.4,16.65,1.76,10.27,6.07,2.1,-3.25,3.41
2003-05-01,-14.63,8.88,-5.41,-18.0,-2.65,-0.05,-5.79,-0.88,-8.23,-10.89,-7.07,-6.19,-6.81,-2.21,-11.71,-1.3,-5.39,-9.02,-14.29,-4.51,2.56,-2.13,-18.08,-22.9,0.06,-5.07,-0.24,-10.28,-4.75,-3.07
2003-06-01,-3.94,-3.6,-1.4,0.88,0.12,3.1,-2.58,-7.52,5.78,-4.15,-4.49,-2.07,-0.48,-3.53,-1.8,-0.98,-0.68,-9.69,9.54,-1.33,1.17,-4.24,-4.65,-5.14,7.69,-4.91,2.38,-4.81,-3.03,-2.11
2003-07-01,11.15,-11.87,-2.01,-4.77,-3.84,-0.94,-2.14,-1.15,-4.86,-3.84,8.9,6.02,4.23,-0.6,-7.38,-5.43,2.75,5.62,8.85,4.99,0.2,2.29,1.88,1.29,14.42,-9.03,2.24,9.53,-1.81,1.16
2003-08-01,4.1,2.8,1.66,11.38,5.87,5.7,4.2,6.26,3.0,2.86,18.37,8.84,-0.11,9.54,-1.7,-3.14,2.64,2.99,14.06,8.58,8.19,2.36,5.93,7.66,1.62,3.83,10.02,5.51,7.99,12.43
2003-09-01,-2.89,7.8,0.06,-8.65,-5.34,-3.46,-4.44,-2.0,0.23,6.31,-1.16,-5.35,-13.99,-2.51,-2.2,0.06,7.22,4.1,2.28,-4.52,-3.21,-1.43,-7.45,1.12,0.48,-8.65,3.77,-1.46,-7.79,-2.19
2003-10-01,0.29,6.49,-3.24,1.76,1.01,-4.94,-5.87,4.2,2.67,1.08,4.83,5.07,2.94,-6.04,9.53,2.59,-3.48,-3.21,-0.42,-6.47,1.33,-3.37,0.38,-4.53,-2.99,-6.25,-2.36,8.45,2.54,-0.58
2003-11-01,-8.72,1.46,-5.29,-13.99,-2.31,-10.18,-4.58,3.09,-7.77,-17.74,-7.73,-16.17,-11.71,-8.75,-7.78,-8.58,-11.9,-4.34,-12.76,-10.99,-8.29,-4.98,-12.32,-15.79,-0.89,-24.57,-11.34,-12.2,-8.76,-7.33
2003-12-01,7.89,-4.53,3.24,1.82,-7.52,7.29,-3.74,2.65,1.84,2.29,-1.74,6.23,-8.36,0.34,-3.3,-3.85,2.52,5.08,-1.21,3.44,1.03,-1.6,-0.65,-1.23,-3.8,3.2,2.05,-7.76,-4.76,2.07
2004-01-01,-8.48,0.45,-0.84,-9.7,-7.29,4.41,-2.14,-4.88,-6.82,-5.02,-10.06,1.68,-7.62,-0.35,-6.71,-8.94,-5.64,-12.08,-4.95,-3.4,0.13,-7.07,2.97,1.63,4.66,-3.28,1.2,-11.49,-1.62,-6.06
2004-02-01,-11.14,-8.56,-1.15,-4.71,2.1,-6.35,-7.55,5.89,2.14,-6.57,-1.49,5.5,1.9,-0.99,5.92,-5.3,-1.02,-0.29,-2.85,-1.85,-0.36,-0.45,-7.98,3.69,-6.82,-2.33,-2.36,0.87,-8.06,1.69
2004-03-01,-6.73,7.69,-5.03,-3.33,9.08,-1.89,1.49,-1.94,-1.12,-1.07,0.54,-7.76,-8.05,-6.27,-2.45,-3.02,0.3,3.93,-8.96,-4.42,-7.04,3.47,-1.41,0.4,-10.29,-2.25,-0.28,-4.08,0.45,4.34
2004-04-01,-4.69,-6.62,-2.43,8.35,5.92,0.44,1.22,-3.12,3.95,-1.34,-0.25,5.14,0.17,0.06,0.87,5.96,8.26,3.33,5.96,0.6,-1.34,2.54,2.54,-7.5,-1.33,0.18,-1.17,8.99,2.4,5.32
2004-05-01,-5.07,-3.07,-11.71,-8.1,-1.34,-7.7,-8.07,-7.07,-4.89,-1.44,-11.11,-4.89,-7.11,-20.62,-10.75,2.81,-14.59,-3.28,1.23,-8.22,-5.55,-7.87,1.69,-6.46,-5.15,3.11,-4.04,-11.68,-9.39,-5.61
2004-06-01,-9.21,-18.41,-6.48,-12.93,6.83,-1.7,-7.91,-7.79,-12.02,-9.69,-1.99,8.45,-0.38,-7.59,-8.95,-9.59,3.43,-3.64,6.0,-0.11,-10.48,-5.3,-11.3,-5.26,-4.73,14.72,-10.89,-4.37,-3.92,-5.69
2004-07-01,12.47,-0.7,13.71,16.29,5.49,8.07,15.54,13.94,10.48,0.74,10.66,11.79,12.6,12.4,5.69,-0.29,4.42,6.45,5.02,7.43,8.7,4.78,17.53,14.15,5.47,6.29,15.19,8.04,9.3,15.78
2004-08-01,1.03,2.03,-1.46,-14.07,5.81,-0.54,-1.07,-1.81,-4.21,-4.33,-4.02,-7.52,1.26,-12.58,-8.78,10.53,-7.62,-3.32,-10.72,-2.73,-6.24,-3.49,-0.43,-8.13,1.04,1.48,0.25,-3.97,5.36,-1.56
2004-09-01,-1.54,-8.29,-4.65,1.84,7.79,3.65,-0.93,-9.1,-1.8,-9.4,-11.64,-2.8,0.03,-1.33,-0.9,1.23,-8.29,-2.25,-13.34,-9.41,-0.31,-4.31,0.89,3.17,-6.75,0.71,-7.01,-13.66,-3.67,-5.3
2004-10-01,7.66,20.66,5.38,14.06,-1.32,8.55,10.72,10.1,5.53,2.23,16.17,23.45,12.68,8.95,12.72,22.42,10.78,12.3,7.69,9.26,11.07,8.22,8.36,3.93,13.67,15.62,18.38,20.07,10.8,9.7
2004-11-01,23.89,14.32,13.42,14.0,7.34,7.31,14.49,17.57,16.29,17.71,8.78,19.18,18.67,12.8,11.45,4.31,15.61,16.01,30.03,11.3,15.04,12.13,22.34,15.31,13.45,22.82,21.86,9.95,18.17,18.69
2004-12-01,-1.96,6.24,-3.88,-3.92,-0.01,-8.58,-3.99,-6.52,-8.2,6.02,-2.73,-5.0,-6.83,-4.24,2.01,-7.86,-4.3,1.37,-16.3,-3.5,-4.7,-2.98,-8.41,-2.79,8.3,-5.43,-2.82,6.5,-6.2,1.35
2005-01-01,-0.07,13.21,2.8,1.13,0.18,-1.89,0.11,4.19,-0.5,-1.8,-1.75,6.2,7.45,-3.34,-5.02,2.42,6.4,4.76,-7.74,-0.77,-3.22,-0.69,10.07,-8.61,-10.11,-5.63,1.25,3.06,0.92,3.36
2005-02-01,-7.69,10.79,2.27,7.03,-4.95,1.94,3.81,8.17,-3.18,2.38,-1.67,6.84,7.88,8.86,-0.58,8.13,9.11,-4.21,7.28,6.14,1.98,-0.76,10.18,-4.42,1.17,2.1,6.93,-0.17,0.82,3.57
2005-03-01,16.14,22.65,4.87,13.15,-1.91,8.68,6.34,4.54,6.36,5.94,12.73,14.28,9.29,6.54,14.77,5.91,14.96,3.44,1.98,8.83,13.0,7.26,11.34,3.14,17.91,0.99,7.1,12.96,3.9,14.04
2005-04-01,0.84,5.04,-1.35,-4.44,-5.5,-1.67,-5.98,-0.18,-0.17,6.83,-2.31,2.37,-4.41,-6.28,-0.51,-4.43,-2.19,-5.71,-9.02,-0.5,0.65,-4.54,0.27,-5.94,-2.51,6.42,0.59,0.99,2.58,-5.47
2005-05-01,-5.65,-4.83,-0.68,-9.75,-0.34,-1.33,2.89,2.01,-2.11,3.88,3.51,-4.86,-2.32,-8.93,-7.22,-4.52,0.55,-3.13,-2.68,-3.32,1.13,1.47,3.1,0.25,-9.19,-3.83,-1.45,-1.82,0.36,4.74
2005-06-01,10.41,-3.98,8.73,9.13,-1.85,5.87,4.51,-2.68,6.09,4.78,4.8,5.61,0.82,8.72,4.87,4.48,6.77,-1.04,0.82,-2.15,6.62,0.66,7.64,6.5,7.47,-3.72,5.41,14.22,10.64,8.45
2005-07-01,5.82,-5.05,7.03,3.7,4.31,-0.04,2.94,3.69,3.87,5.37,1.23,-4.97,13.38,14.3,6.43,-6.27,0.09,4.54,12.11,-0.41,2.83,3.11,10.24,0.94,-6.84,6.68,9.37,3.19,4.76,2.26
2005-08-01,-5.4,7.64,1.26,1.88,7.77,-3.39,-1.9,0.56,-2.54,4.61,-1.5,-7.07,0.46,0.02,5.62,2.49,1.63,1.48,-1.49,-2.25,1.01,-0.88,10.58,7.46,3.43,2.07,-0.59,-7.04,-1.21,0.02
2005-09-01,2.44,4.22,4.78,-1.88,-2.5,5.81,3.35,-1.19,0.16,0.16,0.89,4.02,16.34,1.55,5.02,-10.35,-1.39,5.76,3.36,-12.97,3.33,5.62,-11.65,9.48,-16.2,6.57,1.03,-11.68,2.1,4.45
2005-10-01,-2.62,1.67,-7.46,-14.06,2.48,3.94,-1.09,-13.73,-10.27,-7.93,-13.7,-5.62,-1.97,-12.47,-0.43,0.84,-7.7,-3.31,-17.52,-5.24,-3.99,-2.88,-3.99,-3.0,-5.62,-2.29,-0.45,-5.65,-4.42,-5.8
2005-11-01,-3.51,4.32,-1.88,2.22,0.81,-0.48,-0.58,-2.17,-5.88,2.69,1.24,5.96,-2.52,7.85,-2.45,-5.37,-4.16,-6.22,9.46,5.01,2.66,-1.86,12.2,-1.84,-1.5,9.37,3.7,12.13,0.95,-0.83
2005-12-01,-3.42,-13.14,-0.89,5.36,3.54,0.57,-2.8,1.31,3.66,2.88,0.78,-5.16,5.75,-12.74,2.49,17.02,-6.58,-0.42,0.19,-0.97,4.07,1.52,1.36,4.73,0.12,20.42,1.12,1.28,-5.45,-1.42
2006-01-01,9.9,-8.03,-5.94,3.37,7.96,1.81,1.51,-6.95,3.75,5.73,-5.55,10.43,7.33,7.57,6.32,6.02,4.85,5.38,-7.71,-2.19,-0.13,1.62,5.94,4.01,8.58,9.29,-1.24,3.93,-0.24,2.14
2006-02-01,1.01,-25.39,8.65,1.19,-2.65,6.47,-2.06,-0.25,-3.03,9.15,-2.12,-0.44,6.5,0.63,-1.87,6.63,9.98,0.96,-0.7,-0.17,3.87,-2.15,-3.19,-10.04,-8.17,-4.34,-1.35,8.29,0.31,-3.98
2006-03-01,-0.63,12.52,8.92,4.72,-0.5,6.1,0.52,4.94,11.39,3.79,0.51,6.92,0.97,-1.26,8.3,9.77,2.32,1.16,-1.3,3.15,1.44,0.17,17.08,5.81,6.17,8.5,7.86,1.61,4.52,3.08
2006-04-01,9.2,6.42,5.62,1.9,3.09,2.79,0.12,7.57,8.95,19.01,5.36,3.55,-0.49,8.5,7.69,-1.19,5.55,-3.61,12.91,3.45,5.46,0.89,4.48,3.66,4.63,7.95,13.82,10.35,9.39,11.03
2006-05-01,5.94,1.29,6.72,7.46,4.35,-3.53,-0.42,0.48,4.61,1.51,7.7,11.22,9.6,7.41,-4.86,4.67,-0.53,-4.76,0.91,6.53,3.75,6.82,4.11,16.06,2.63,1.79,-3.59,8.21,0.49,0.35
2006-06-01,11.3,10.6,8.29,2.33,1.23,1.74,5.57,10.15,3.96,13.78,7.68,1.96,8.24,10.62,16.34,9.86,3.23,1.45,7.12,8.48,4.45,3.5,4.5,0.69,1.3,3.26,11.79,1.95,3.23,0.65
2006-07-01,6.37,11.31,8.7,3.09,3.85,0.72,3.43,2.96,1.56,2.13,3.91,-0.07,0.49,8.83,19.59,-6.64,-3.92,-2.33,1.42,4.72,3.8,1.8,5.74,-2.64,-0.28,1.14,-5.57,-4.42,-2.0,4.18
2006-08-01,3.18,5.62,-5.89,-4.56,4.21,-8.46,5.38,-7.67,4.18,-4.03,6.41,22.98,-11.93,4.4,-10.77,3.84,0.49,1.81,-3.65,4.13,-3.55,4.34,-0.62,-7.0,10.61,0.63,10.9,8.05,-1.22,1.31
2006-09-01,-1.03,10.36,-0.41,-1.46,-0.95,-0.74,2.39,-1.52,-3.4,-4.31,-5.16,-11.69,-5.96,3.34,-3.71,3.48,-13.09,1.47,-3.27,-2.95,-0.76,-2.43,-16.08,3.61,-0.18,-3.67,-6.56,-9.83,-1.51,2.96
2006-10-01,4.42,-8.14,4.35,3.48,5.62,3.96,-6.46,5.09,-1.18,-6.19,2.39,6.07,-6.74,6.34,7.94,2.31,-0.9,-1.66,9.58,-1.86,6.51,1.81,3.34,-7.49,1.27,6.19,-3.04,5.73,3.17,1.16
2006-11-01,6.51,-15.29,2.61,8.39,7.85,2.24,0.14,-2.25,-0.4,4.05,-2.83,6.12,14.09,0.74,-8.17,-8.01,4.38,0.78,6.37,-0.48,4.03,0.47,-3.3,-1.56,-6.57,13.44,0.8,4.5,-0.87,-2.14
2006-12-01,10.16,14.94,10.92,10.07,4.61,7.74,16.1,10.95,12.41,11.69,7.86,6.64,4.42,8.72,17.04,9.24,11.92,-2.94,25.66,7.62,17.11,4.37,9.64,-3.14,10.83,1.9,7.29,4.34,14.12,14.12
2007-01-01,20.42,0.41,11.15,5.28,1.52,3.02,10.06,12.2,11.44,0.98,15.02,9.92,6.69,8.14,5.41,17.15,10.41,6.48,9.03,16.11,12.41,4.52,9.91,6.33,7.63,2.51,11.88,16.92,4.87,5.89
2007-02-01,0.48,-1.01,12.05,8.46,6.1,1.11,2.36,-4.38,5.61,5.2,9.69,2.31,2.56,4.58,9.14,-7.37,6.55,2.32,-2.35,-3.4,2.59,6.13,15.16,4.81,14.23,2.24,8.29,0.99,1.58,1.4
2007-03-01,-14.8,8.5,-5.09,-5.95,-5.76,-1.37,3.65,8.52,-8.18,-3.21,-7.64,4.02,0.08,-5.58,-2.06,-4.35,4.87,1.27,1.41,-10.12,-1.79,3.98,5.86,-12.69,-3.68,-9.51,6.07,-0.87,-4.88,-2.1
2007-04-01,-19.87,-9.86,-4.18,-0.78,-9.93,-2.79,-0.29,-10.11,-2.81,-1.8,3.27,-6.02,-4.21,-1.62,-13.13,-3.73,-6.01,-2.43,0.5,-1.29,-5.58,-2.1,4.77,-8.19,-2.2,-4.37,-4.22,-12.58,0.37,-6.31
2007-05-01,13.71,-0.16,5.59,13.99,7.44,4.63,9.28,4.37,6.18,0.89,12.43,3.5,15.87,7.44,7.37,9.59,7.3,3.52,8.26,9.53,3.98,4.77,9.39,11.05,4.75,17.13,7.08,6.03,6.64,3.42
2007-06-01,-3.55,-2.04,7.82,3.26,-0.99,5.97,7.59,8.35,-0.86,-0.94,11.47,4.65,1.27,6.07,9.3,-1.88,3.66,5.7,-3.65,2.78,-1.33,-0.44,0.0,5.02,0.02,-2.1,3.34,-3.33,3.99,6.35
2007-07-01,3.45,0.96,5.85,-4.19,4.26,12.94,3.3,2.48,5.87,12.24,8.76,-10.13,7.21,14.91,7.82,-5.03,4.99,-2.38,11.72,0.61,3.7,0.59,1.44,11.78,3.37,-0.71,-1.29,-6.15,-0.31,4.29
2007-08-01,-0.55,-7.74,-1.28,-11.2,-2.53,-6.68,-3.19,4.79,-12.74,-6.12,-2.39,-17.58,-2.56,-3.92,-6.94,-0.6,0.75,3.99,-8.44,-7.44,-8.72,-2.04,-17.53,-7.39,-4.76,-8.73,-5.8,6.77,-7.65,-8.4
2007-09-01,12.39,5.43,12.68,7.92,1.06,-2.86,0.59,-4.18,6.46,-4.0,12.6,6.88,4.33,3.71,10.06,-1.4,1.54,8.63,9.05,4.8,7.49,4.25,10.17,0.19,16.86,0.85,13.95,5.01,8.47,8.42
2007-10-01,10.95,-3.79,8.61,12.53,0.36,2.31,1.92,1.27,9.28,-3.34,-0.36,14.82,7.46,12.92,0.54,3.25,0.68,3.16,-6.2,5.75,4.47,2.54,2.29,-2.19,7.04,-4.72,6.53,14.81,8.32,-0.8
